entity,time,equation,original_index,error_terms
50,3,diff,703,"{3: 1.0, 2: -1.0}"
50,4,diff,704,"{4: 1.0, 3: -1.0}"
50,5,diff,705,"{5: 1.0, 4: -1.0}"
50,6,diff,706,"{6: 1.0, 5: -1.0}"
50,7,diff,707,"{7: 1.0, 6: -1.0}"
50,8,diff,708,"{8: 1.0, 7: -1.0}"
50,9,diff,709,"{9: 1.0, 8: -1.0}"
50,10,diff,710,"{10: 1.0, 9: -1.0}"
50,11,diff,711,"{11: 1.0, 10: -1.0}"
50,12,diff,712,"{12: 1.0, 11: -1.0}"
50,13,diff,713,"{13: 1.0, 12: -1.0}"
50,1,level,701,{1: 1.0}
50,2,level,702,{2: 1.0}
50,3,level,703,{3: 1.0}
50,4,level,704,{4: 1.0}
50,5,level,705,{5: 1.0}
50,6,level,706,{6: 1.0}
50,7,level,707,{7: 1.0}
50,8,level,708,{8: 1.0}
50,9,level,709,{9: 1.0}
50,10,level,710,{10: 1.0}
50,11,level,711,{11: 1.0}
50,12,level,712,{12: 1.0}
50,13,level,713,{13: 1.0}
51,2,diff,716,"{2: 1.0, 1: -1.0}"
51,3,diff,717,"{3: 1.0, 2: -1.0}"
51,4,diff,718,"{4: 1.0, 3: -1.0}"
51,5,diff,719,"{5: 1.0, 4: -1.0}"
51,6,diff,720,"{6: 1.0, 5: -1.0}"
51,7,diff,721,"{7: 1.0, 6: -1.0}"
51,8,diff,722,"{8: 1.0, 7: -1.0}"
51,9,diff,723,"{9: 1.0, 8: -1.0}"
51,10,diff,724,"{10: 1.0, 9: -1.0}"
51,11,diff,725,"{11: 1.0, 10: -1.0}"
51,12,diff,726,"{12: 1.0, 11: -1.0}"
51,13,diff,727,"{13: 1.0, 12: -1.0}"
51,1,level,715,{1: 1.0}
51,2,level,716,{2: 1.0}
51,3,level,717,{3: 1.0}
51,4,level,718,{4: 1.0}
51,5,level,719,{5: 1.0}
51,6,level,720,{6: 1.0}
51,7,level,721,{7: 1.0}
51,8,level,722,{8: 1.0}
51,9,level,723,{9: 1.0}
51,10,level,724,{10: 1.0}
51,11,level,725,{11: 1.0}
51,12,level,726,{12: 1.0}
51,13,level,727,{13: 1.0}
52,2,diff,730,"{2: 1.0, 1: -1.0}"
52,3,diff,731,"{3: 1.0, 2: -1.0}"
52,4,diff,732,"{4: 1.0, 3: -1.0}"
52,5,diff,733,"{5: 1.0, 4: -1.0}"
52,6,diff,734,"{6: 1.0, 5: -1.0}"
52,7,diff,735,"{7: 1.0, 6: -1.0}"
52,8,diff,736,"{8: 1.0, 7: -1.0}"
52,9,diff,737,"{9: 1.0, 8: -1.0}"
52,10,diff,738,"{10: 1.0, 9: -1.0}"
52,11,diff,739,"{11: 1.0, 10: -1.0}"
52,12,diff,740,"{12: 1.0, 11: -1.0}"
52,13,diff,741,"{13: 1.0, 12: -1.0}"
52,1,level,729,{1: 1.0}
52,2,level,730,{2: 1.0}
52,3,level,731,{3: 1.0}
52,4,level,732,{4: 1.0}
52,5,level,733,{5: 1.0}
52,6,level,734,{6: 1.0}
52,7,level,735,{7: 1.0}
52,8,level,736,{8: 1.0}
52,9,level,737,{9: 1.0}
52,10,level,738,{10: 1.0}
52,11,level,739,{11: 1.0}
52,12,level,740,{12: 1.0}
52,13,level,741,{13: 1.0}
53,2,diff,744,"{2: 1.0, 1: -1.0}"
53,3,diff,745,"{3: 1.0, 2: -1.0}"
53,4,diff,746,"{4: 1.0, 3: -1.0}"
53,5,diff,747,"{5: 1.0, 4: -1.0}"
53,6,diff,748,"{6: 1.0, 5: -1.0}"
53,7,diff,749,"{7: 1.0, 6: -1.0}"
53,8,diff,750,"{8: 1.0, 7: -1.0}"
53,9,diff,751,"{9: 1.0, 8: -1.0}"
53,10,diff,752,"{10: 1.0, 9: -1.0}"
53,11,diff,753,"{11: 1.0, 10: -1.0}"
53,12,diff,754,"{12: 1.0, 11: -1.0}"
53,13,diff,755,"{13: 1.0, 12: -1.0}"
53,1,level,743,{1: 1.0}
53,2,level,744,{2: 1.0}
53,3,level,745,{3: 1.0}
53,4,level,746,{4: 1.0}
53,5,level,747,{5: 1.0}
53,6,level,748,{6: 1.0}
53,7,level,749,{7: 1.0}
53,8,level,750,{8: 1.0}
53,9,level,751,{9: 1.0}
53,10,level,752,{10: 1.0}
53,11,level,753,{11: 1.0}
53,12,level,754,{12: 1.0}
53,13,level,755,{13: 1.0}
54,2,diff,758,"{2: 1.0, 1: -1.0}"
54,3,diff,759,"{3: 1.0, 2: -1.0}"
54,4,diff,760,"{4: 1.0, 3: -1.0}"
54,5,diff,761,"{5: 1.0, 4: -1.0}"
54,6,diff,762,"{6: 1.0, 5: -1.0}"
54,7,diff,763,"{7: 1.0, 6: -1.0}"
54,8,diff,764,"{8: 1.0, 7: -1.0}"
54,9,diff,765,"{9: 1.0, 8: -1.0}"
54,10,diff,766,"{10: 1.0, 9: -1.0}"
54,11,diff,767,"{11: 1.0, 10: -1.0}"
54,12,diff,768,"{12: 1.0, 11: -1.0}"
54,13,diff,769,"{13: 1.0, 12: -1.0}"
54,1,level,757,{1: 1.0}
54,2,level,758,{2: 1.0}
54,3,level,759,{3: 1.0}
54,4,level,760,{4: 1.0}
54,5,level,761,{5: 1.0}
54,6,level,762,{6: 1.0}
54,7,level,763,{7: 1.0}
54,8,level,764,{8: 1.0}
54,9,level,765,{9: 1.0}
54,10,level,766,{10: 1.0}
54,11,level,767,{11: 1.0}
54,12,level,768,{12: 1.0}
54,13,level,769,{13: 1.0}
55,2,diff,772,"{2: 1.0, 1: -1.0}"
55,3,diff,773,"{3: 1.0, 2: -1.0}"
55,4,diff,774,"{4: 1.0, 3: -1.0}"
55,5,diff,775,"{5: 1.0, 4: -1.0}"
55,6,diff,776,"{6: 1.0, 5: -1.0}"
55,7,diff,777,"{7: 1.0, 6: -1.0}"
55,8,diff,778,"{8: 1.0, 7: -1.0}"
55,9,diff,779,"{9: 1.0, 8: -1.0}"
55,10,diff,780,"{10: 1.0, 9: -1.0}"
55,11,diff,781,"{11: 1.0, 10: -1.0}"
55,12,diff,782,"{12: 1.0, 11: -1.0}"
55,13,diff,783,"{13: 1.0, 12: -1.0}"
55,1,level,771,{1: 1.0}
55,2,level,772,{2: 1.0}
55,3,level,773,{3: 1.0}
55,4,level,774,{4: 1.0}
55,5,level,775,{5: 1.0}
55,6,level,776,{6: 1.0}
55,7,level,777,{7: 1.0}
55,8,level,778,{8: 1.0}
55,9,level,779,{9: 1.0}
55,10,level,780,{10: 1.0}
55,11,level,781,{11: 1.0}
55,12,level,782,{12: 1.0}
55,13,level,783,{13: 1.0}
56,2,diff,786,"{2: 1.0, 1: -1.0}"
56,3,diff,787,"{3: 1.0, 2: -1.0}"
56,4,diff,788,"{4: 1.0, 3: -1.0}"
56,5,diff,789,"{5: 1.0, 4: -1.0}"
56,6,diff,790,"{6: 1.0, 5: -1.0}"
56,7,diff,791,"{7: 1.0, 6: -1.0}"
56,8,diff,792,"{8: 1.0, 7: -1.0}"
56,9,diff,793,"{9: 1.0, 8: -1.0}"
56,10,diff,794,"{10: 1.0, 9: -1.0}"
56,11,diff,795,"{11: 1.0, 10: -1.0}"
56,12,diff,796,"{12: 1.0, 11: -1.0}"
56,13,diff,797,"{13: 1.0, 12: -1.0}"
56,1,level,785,{1: 1.0}
56,2,level,786,{2: 1.0}
56,3,level,787,{3: 1.0}
56,4,level,788,{4: 1.0}
56,5,level,789,{5: 1.0}
56,6,level,790,{6: 1.0}
56,7,level,791,{7: 1.0}
56,8,level,792,{8: 1.0}
56,9,level,793,{9: 1.0}
56,10,level,794,{10: 1.0}
56,11,level,795,{11: 1.0}
56,12,level,796,{12: 1.0}
56,13,level,797,{13: 1.0}
57,2,diff,800,"{2: 1.0, 1: -1.0}"
57,3,diff,801,"{3: 1.0, 2: -1.0}"
57,4,diff,802,"{4: 1.0, 3: -1.0}"
57,5,diff,803,"{5: 1.0, 4: -1.0}"
57,6,diff,804,"{6: 1.0, 5: -1.0}"
57,7,diff,805,"{7: 1.0, 6: -1.0}"
57,8,diff,806,"{8: 1.0, 7: -1.0}"
57,9,diff,807,"{9: 1.0, 8: -1.0}"
57,10,diff,808,"{10: 1.0, 9: -1.0}"
57,11,diff,809,"{11: 1.0, 10: -1.0}"
57,12,diff,810,"{12: 1.0, 11: -1.0}"
57,13,diff,811,"{13: 1.0, 12: -1.0}"
57,1,level,799,{1: 1.0}
57,2,level,800,{2: 1.0}
57,3,level,801,{3: 1.0}
57,4,level,802,{4: 1.0}
57,5,level,803,{5: 1.0}
57,6,level,804,{6: 1.0}
57,7,level,805,{7: 1.0}
57,8,level,806,{8: 1.0}
57,9,level,807,{9: 1.0}
57,10,level,808,{10: 1.0}
57,11,level,809,{11: 1.0}
57,12,level,810,{12: 1.0}
57,13,level,811,{13: 1.0}
58,2,diff,814,"{2: 1.0, 1: -1.0}"
58,3,diff,815,"{3: 1.0, 2: -1.0}"
58,4,diff,816,"{4: 1.0, 3: -1.0}"
58,5,diff,817,"{5: 1.0, 4: -1.0}"
58,6,diff,818,"{6: 1.0, 5: -1.0}"
58,7,diff,819,"{7: 1.0, 6: -1.0}"
58,8,diff,820,"{8: 1.0, 7: -1.0}"
58,9,diff,821,"{9: 1.0, 8: -1.0}"
58,10,diff,822,"{10: 1.0, 9: -1.0}"
58,11,diff,823,"{11: 1.0, 10: -1.0}"
58,12,diff,824,"{12: 1.0, 11: -1.0}"
58,13,diff,825,"{13: 1.0, 12: -1.0}"
58,1,level,813,{1: 1.0}
58,2,level,814,{2: 1.0}
58,3,level,815,{3: 1.0}
58,4,level,816,{4: 1.0}
58,5,level,817,{5: 1.0}
58,6,level,818,{6: 1.0}
58,7,level,819,{7: 1.0}
58,8,level,820,{8: 1.0}
58,9,level,821,{9: 1.0}
58,10,level,822,{10: 1.0}
58,11,level,823,{11: 1.0}
58,12,level,824,{12: 1.0}
58,13,level,825,{13: 1.0}
59,2,diff,828,"{2: 1.0, 1: -1.0}"
59,3,diff,829,"{3: 1.0, 2: -1.0}"
59,4,diff,830,"{4: 1.0, 3: -1.0}"
59,5,diff,831,"{5: 1.0, 4: -1.0}"
59,6,diff,832,"{6: 1.0, 5: -1.0}"
59,7,diff,833,"{7: 1.0, 6: -1.0}"
59,8,diff,834,"{8: 1.0, 7: -1.0}"
59,9,diff,835,"{9: 1.0, 8: -1.0}"
59,10,diff,836,"{10: 1.0, 9: -1.0}"
59,11,diff,837,"{11: 1.0, 10: -1.0}"
59,12,diff,838,"{12: 1.0, 11: -1.0}"
59,13,diff,839,"{13: 1.0, 12: -1.0}"
59,1,level,827,{1: 1.0}
59,2,level,828,{2: 1.0}
59,3,level,829,{3: 1.0}
59,4,level,830,{4: 1.0}
59,5,level,831,{5: 1.0}
59,6,level,832,{6: 1.0}
59,7,level,833,{7: 1.0}
59,8,level,834,{8: 1.0}
59,9,level,835,{9: 1.0}
59,10,level,836,{10: 1.0}
59,11,level,837,{11: 1.0}
59,12,level,838,{12: 1.0}
59,13,level,839,{13: 1.0}
60,2,diff,842,"{2: 1.0, 1: -1.0}"
60,3,diff,843,"{3: 1.0, 2: -1.0}"
60,4,diff,844,"{4: 1.0, 3: -1.0}"
60,5,diff,845,"{5: 1.0, 4: -1.0}"
60,6,diff,846,"{6: 1.0, 5: -1.0}"
60,7,diff,847,"{7: 1.0, 6: -1.0}"
60,8,diff,848,"{8: 1.0, 7: -1.0}"
60,9,diff,849,"{9: 1.0, 8: -1.0}"
60,10,diff,850,"{10: 1.0, 9: -1.0}"
60,11,diff,851,"{11: 1.0, 10: -1.0}"
60,12,diff,852,"{12: 1.0, 11: -1.0}"
60,13,diff,853,"{13: 1.0, 12: -1.0}"
60,1,level,841,{1: 1.0}
60,2,level,842,{2: 1.0}
60,3,level,843,{3: 1.0}
60,4,level,844,{4: 1.0}
60,5,level,845,{5: 1.0}
60,6,level,846,{6: 1.0}
60,7,level,847,{7: 1.0}
60,8,level,848,{8: 1.0}
60,9,level,849,{9: 1.0}
60,10,level,850,{10: 1.0}
60,11,level,851,{11: 1.0}
60,12,level,852,{12: 1.0}
60,13,level,853,{13: 1.0}
61,2,diff,856,"{2: 1.0, 1: -1.0}"
61,3,diff,857,"{3: 1.0, 2: -1.0}"
61,4,diff,858,"{4: 1.0, 3: -1.0}"
61,5,diff,859,"{5: 1.0, 4: -1.0}"
61,6,diff,860,"{6: 1.0, 5: -1.0}"
61,7,diff,861,"{7: 1.0, 6: -1.0}"
61,8,diff,862,"{8: 1.0, 7: -1.0}"
61,9,diff,863,"{9: 1.0, 8: -1.0}"
61,10,diff,864,"{10: 1.0, 9: -1.0}"
61,11,diff,865,"{11: 1.0, 10: -1.0}"
61,12,diff,866,"{12: 1.0, 11: -1.0}"
61,13,diff,867,"{13: 1.0, 12: -1.0}"
61,1,level,855,{1: 1.0}
61,2,level,856,{2: 1.0}
61,3,level,857,{3: 1.0}
61,4,level,858,{4: 1.0}
61,5,level,859,{5: 1.0}
61,6,level,860,{6: 1.0}
61,7,level,861,{7: 1.0}
61,8,level,862,{8: 1.0}
61,9,level,863,{9: 1.0}
61,10,level,864,{10: 1.0}
61,11,level,865,{11: 1.0}
61,12,level,866,{12: 1.0}
61,13,level,867,{13: 1.0}
62,2,diff,870,"{2: 1.0, 1: -1.0}"
62,3,diff,871,"{3: 1.0, 2: -1.0}"
62,4,diff,872,"{4: 1.0, 3: -1.0}"
62,5,diff,873,"{5: 1.0, 4: -1.0}"
62,6,diff,874,"{6: 1.0, 5: -1.0}"
62,7,diff,875,"{7: 1.0, 6: -1.0}"
62,8,diff,876,"{8: 1.0, 7: -1.0}"
62,9,diff,877,"{9: 1.0, 8: -1.0}"
62,10,diff,878,"{10: 1.0, 9: -1.0}"
62,11,diff,879,"{11: 1.0, 10: -1.0}"
62,12,diff,880,"{12: 1.0, 11: -1.0}"
62,13,diff,881,"{13: 1.0, 12: -1.0}"
62,1,level,869,{1: 1.0}
62,2,level,870,{2: 1.0}
62,3,level,871,{3: 1.0}
62,4,level,872,{4: 1.0}
62,5,level,873,{5: 1.0}
62,6,level,874,{6: 1.0}
62,7,level,875,{7: 1.0}
62,8,level,876,{8: 1.0}
62,9,level,877,{9: 1.0}
62,10,level,878,{10: 1.0}
62,11,level,879,{11: 1.0}
62,12,level,880,{12: 1.0}
62,13,level,881,{13: 1.0}
63,2,diff,884,"{2: 1.0, 1: -1.0}"
63,3,diff,885,"{3: 1.0, 2: -1.0}"
63,4,diff,886,"{4: 1.0, 3: -1.0}"
63,5,diff,887,"{5: 1.0, 4: -1.0}"
63,6,diff,888,"{6: 1.0, 5: -1.0}"
63,7,diff,889,"{7: 1.0, 6: -1.0}"
63,8,diff,890,"{8: 1.0, 7: -1.0}"
63,9,diff,891,"{9: 1.0, 8: -1.0}"
63,10,diff,892,"{10: 1.0, 9: -1.0}"
63,11,diff,893,"{11: 1.0, 10: -1.0}"
63,12,diff,894,"{12: 1.0, 11: -1.0}"
63,13,diff,895,"{13: 1.0, 12: -1.0}"
63,1,level,883,{1: 1.0}
63,2,level,884,{2: 1.0}
63,3,level,885,{3: 1.0}
63,4,level,886,{4: 1.0}
63,5,level,887,{5: 1.0}
63,6,level,888,{6: 1.0}
63,7,level,889,{7: 1.0}
63,8,level,890,{8: 1.0}
63,9,level,891,{9: 1.0}
63,10,level,892,{10: 1.0}
63,11,level,893,{11: 1.0}
63,12,level,894,{12: 1.0}
63,13,level,895,{13: 1.0}
64,2,diff,898,"{2: 1.0, 1: -1.0}"
64,3,diff,899,"{3: 1.0, 2: -1.0}"
64,4,diff,900,"{4: 1.0, 3: -1.0}"
64,5,diff,901,"{5: 1.0, 4: -1.0}"
64,6,diff,902,"{6: 1.0, 5: -1.0}"
64,7,diff,903,"{7: 1.0, 6: -1.0}"
64,8,diff,904,"{8: 1.0, 7: -1.0}"
64,9,diff,905,"{9: 1.0, 8: -1.0}"
64,10,diff,906,"{10: 1.0, 9: -1.0}"
64,11,diff,907,"{11: 1.0, 10: -1.0}"
64,12,diff,908,"{12: 1.0, 11: -1.0}"
64,13,diff,909,"{13: 1.0, 12: -1.0}"
64,1,level,897,{1: 1.0}
64,2,level,898,{2: 1.0}
64,3,level,899,{3: 1.0}
64,4,level,900,{4: 1.0}
64,5,level,901,{5: 1.0}
64,6,level,902,{6: 1.0}
64,7,level,903,{7: 1.0}
64,8,level,904,{8: 1.0}
64,9,level,905,{9: 1.0}
64,10,level,906,{10: 1.0}
64,11,level,907,{11: 1.0}
64,12,level,908,{12: 1.0}
64,13,level,909,{13: 1.0}
65,2,diff,912,"{2: 1.0, 1: -1.0}"
65,3,diff,913,"{3: 1.0, 2: -1.0}"
65,4,diff,914,"{4: 1.0, 3: -1.0}"
65,5,diff,915,"{5: 1.0, 4: -1.0}"
65,6,diff,916,"{6: 1.0, 5: -1.0}"
65,7,diff,917,"{7: 1.0, 6: -1.0}"
65,8,diff,918,"{8: 1.0, 7: -1.0}"
65,9,diff,919,"{9: 1.0, 8: -1.0}"
65,10,diff,920,"{10: 1.0, 9: -1.0}"
65,11,diff,921,"{11: 1.0, 10: -1.0}"
65,12,diff,922,"{12: 1.0, 11: -1.0}"
65,13,diff,923,"{13: 1.0, 12: -1.0}"
65,1,level,911,{1: 1.0}
65,2,level,912,{2: 1.0}
65,3,level,913,{3: 1.0}
65,4,level,914,{4: 1.0}
65,5,level,915,{5: 1.0}
65,6,level,916,{6: 1.0}
65,7,level,917,{7: 1.0}
65,8,level,918,{8: 1.0}
65,9,level,919,{9: 1.0}
65,10,level,920,{10: 1.0}
65,11,level,921,{11: 1.0}
65,12,level,922,{12: 1.0}
65,13,level,923,{13: 1.0}
66,2,diff,926,"{2: 1.0, 1: -1.0}"
66,3,diff,927,"{3: 1.0, 2: -1.0}"
66,4,diff,928,"{4: 1.0, 3: -1.0}"
66,5,diff,929,"{5: 1.0, 4: -1.0}"
66,6,diff,930,"{6: 1.0, 5: -1.0}"
66,7,diff,931,"{7: 1.0, 6: -1.0}"
66,8,diff,932,"{8: 1.0, 7: -1.0}"
66,9,diff,933,"{9: 1.0, 8: -1.0}"
66,10,diff,934,"{10: 1.0, 9: -1.0}"
66,11,diff,935,"{11: 1.0, 10: -1.0}"
66,12,diff,936,"{12: 1.0, 11: -1.0}"
66,13,diff,937,"{13: 1.0, 12: -1.0}"
66,1,level,925,{1: 1.0}
66,2,level,926,{2: 1.0}
66,3,level,927,{3: 1.0}
66,4,level,928,{4: 1.0}
66,5,level,929,{5: 1.0}
66,6,level,930,{6: 1.0}
66,7,level,931,{7: 1.0}
66,8,level,932,{8: 1.0}
66,9,level,933,{9: 1.0}
66,10,level,934,{10: 1.0}
66,11,level,935,{11: 1.0}
66,12,level,936,{12: 1.0}
66,13,level,937,{13: 1.0}
67,2,diff,940,"{2: 1.0, 1: -1.0}"
67,3,diff,941,"{3: 1.0, 2: -1.0}"
67,4,diff,942,"{4: 1.0, 3: -1.0}"
67,5,diff,943,"{5: 1.0, 4: -1.0}"
67,6,diff,944,"{6: 1.0, 5: -1.0}"
67,7,diff,945,"{7: 1.0, 6: -1.0}"
67,8,diff,946,"{8: 1.0, 7: -1.0}"
67,9,diff,947,"{9: 1.0, 8: -1.0}"
67,10,diff,948,"{10: 1.0, 9: -1.0}"
67,11,diff,949,"{11: 1.0, 10: -1.0}"
67,12,diff,950,"{12: 1.0, 11: -1.0}"
67,13,diff,951,"{13: 1.0, 12: -1.0}"
67,1,level,939,{1: 1.0}
67,2,level,940,{2: 1.0}
67,3,level,941,{3: 1.0}
67,4,level,942,{4: 1.0}
67,5,level,943,{5: 1.0}
67,6,level,944,{6: 1.0}
67,7,level,945,{7: 1.0}
67,8,level,946,{8: 1.0}
67,9,level,947,{9: 1.0}
67,10,level,948,{10: 1.0}
67,11,level,949,{11: 1.0}
67,12,level,950,{12: 1.0}
67,13,level,951,{13: 1.0}
68,2,diff,954,"{2: 1.0, 1: -1.0}"
68,3,diff,955,"{3: 1.0, 2: -1.0}"
68,4,diff,956,"{4: 1.0, 3: -1.0}"
68,5,diff,957,"{5: 1.0, 4: -1.0}"
68,6,diff,958,"{6: 1.0, 5: -1.0}"
68,7,diff,959,"{7: 1.0, 6: -1.0}"
68,8,diff,960,"{8: 1.0, 7: -1.0}"
68,9,diff,961,"{9: 1.0, 8: -1.0}"
68,10,diff,962,"{10: 1.0, 9: -1.0}"
68,11,diff,963,"{11: 1.0, 10: -1.0}"
68,12,diff,964,"{12: 1.0, 11: -1.0}"
68,13,diff,965,"{13: 1.0, 12: -1.0}"
68,1,level,953,{1: 1.0}
68,2,level,954,{2: 1.0}
68,3,level,955,{3: 1.0}
68,4,level,956,{4: 1.0}
68,5,level,957,{5: 1.0}
68,6,level,958,{6: 1.0}
68,7,level,959,{7: 1.0}
68,8,level,960,{8: 1.0}
68,9,level,961,{9: 1.0}
68,10,level,962,{10: 1.0}
68,11,level,963,{11: 1.0}
68,12,level,964,{12: 1.0}
68,13,level,965,{13: 1.0}
69,2,diff,968,"{2: 1.0, 1: -1.0}"
69,3,diff,969,"{3: 1.0, 2: -1.0}"
69,4,diff,970,"{4: 1.0, 3: -1.0}"
69,5,diff,971,"{5: 1.0, 4: -1.0}"
69,6,diff,972,"{6: 1.0, 5: -1.0}"
69,7,diff,973,"{7: 1.0, 6: -1.0}"
69,8,diff,974,"{8: 1.0, 7: -1.0}"
69,9,diff,975,"{9: 1.0, 8: -1.0}"
69,10,diff,976,"{10: 1.0, 9: -1.0}"
69,11,diff,977,"{11: 1.0, 10: -1.0}"
69,12,diff,978,"{12: 1.0, 11: -1.0}"
69,13,diff,979,"{13: 1.0, 12: -1.0}"
69,1,level,967,{1: 1.0}
69,2,level,968,{2: 1.0}
69,3,level,969,{3: 1.0}
69,4,level,970,{4: 1.0}
69,5,level,971,{5: 1.0}
69,6,level,972,{6: 1.0}
69,7,level,973,{7: 1.0}
69,8,level,974,{8: 1.0}
69,9,level,975,{9: 1.0}
69,10,level,976,{10: 1.0}
69,11,level,977,{11: 1.0}
69,12,level,978,{12: 1.0}
69,13,level,979,{13: 1.0}
70,2,diff,982,"{2: 1.0, 1: -1.0}"
70,3,diff,983,"{3: 1.0, 2: -1.0}"
70,4,diff,984,"{4: 1.0, 3: -1.0}"
70,5,diff,985,"{5: 1.0, 4: -1.0}"
70,6,diff,986,"{6: 1.0, 5: -1.0}"
70,7,diff,987,"{7: 1.0, 6: -1.0}"
70,8,diff,988,"{8: 1.0, 7: -1.0}"
70,9,diff,989,"{9: 1.0, 8: -1.0}"
70,10,diff,990,"{10: 1.0, 9: -1.0}"
70,11,diff,991,"{11: 1.0, 10: -1.0}"
70,12,diff,992,"{12: 1.0, 11: -1.0}"
70,13,diff,993,"{13: 1.0, 12: -1.0}"
70,1,level,981,{1: 1.0}
70,2,level,982,{2: 1.0}
70,3,level,983,{3: 1.0}
70,4,level,984,{4: 1.0}
70,5,level,985,{5: 1.0}
70,6,level,986,{6: 1.0}
70,7,level,987,{7: 1.0}
70,8,level,988,{8: 1.0}
70,9,level,989,{9: 1.0}
70,10,level,990,{10: 1.0}
70,11,level,991,{11: 1.0}
70,12,level,992,{12: 1.0}
70,13,level,993,{13: 1.0}
71,2,diff,996,"{2: 1.0, 1: -1.0}"
71,3,diff,997,"{3: 1.0, 2: -1.0}"
71,4,diff,998,"{4: 1.0, 3: -1.0}"
71,5,diff,999,"{5: 1.0, 4: -1.0}"
71,6,diff,1000,"{6: 1.0, 5: -1.0}"
71,7,diff,1001,"{7: 1.0, 6: -1.0}"
71,8,diff,1002,"{8: 1.0, 7: -1.0}"
71,9,diff,1003,"{9: 1.0, 8: -1.0}"
71,10,diff,1004,"{10: 1.0, 9: -1.0}"
71,11,diff,1005,"{11: 1.0, 10: -1.0}"
71,12,diff,1006,"{12: 1.0, 11: -1.0}"
71,13,diff,1007,"{13: 1.0, 12: -1.0}"
71,1,level,995,{1: 1.0}
71,2,level,996,{2: 1.0}
71,3,level,997,{3: 1.0}
71,4,level,998,{4: 1.0}
71,5,level,999,{5: 1.0}
71,6,level,1000,{6: 1.0}
71,7,level,1001,{7: 1.0}
71,8,level,1002,{8: 1.0}
71,9,level,1003,{9: 1.0}
71,10,level,1004,{10: 1.0}
71,11,level,1005,{11: 1.0}
71,12,level,1006,{12: 1.0}
71,13,level,1007,{13: 1.0}
72,2,diff,1010,"{2: 1.0, 1: -1.0}"
72,3,diff,1011,"{3: 1.0, 2: -1.0}"
72,4,diff,1012,"{4: 1.0, 3: -1.0}"
72,5,diff,1013,"{5: 1.0, 4: -1.0}"
72,6,diff,1014,"{6: 1.0, 5: -1.0}"
72,7,diff,1015,"{7: 1.0, 6: -1.0}"
72,8,diff,1016,"{8: 1.0, 7: -1.0}"
72,9,diff,1017,"{9: 1.0, 8: -1.0}"
72,10,diff,1018,"{10: 1.0, 9: -1.0}"
72,11,diff,1019,"{11: 1.0, 10: -1.0}"
72,12,diff,1020,"{12: 1.0, 11: -1.0}"
72,13,diff,1021,"{13: 1.0, 12: -1.0}"
72,1,level,1009,{1: 1.0}
72,2,level,1010,{2: 1.0}
72,3,level,1011,{3: 1.0}
72,4,level,1012,{4: 1.0}
72,5,level,1013,{5: 1.0}
72,6,level,1014,{6: 1.0}
72,7,level,1015,{7: 1.0}
72,8,level,1016,{8: 1.0}
72,9,level,1017,{9: 1.0}
72,10,level,1018,{10: 1.0}
72,11,level,1019,{11: 1.0}
72,12,level,1020,{12: 1.0}
72,13,level,1021,{13: 1.0}
73,2,diff,1024,"{2: 1.0, 1: -1.0}"
73,3,diff,1025,"{3: 1.0, 2: -1.0}"
73,4,diff,1026,"{4: 1.0, 3: -1.0}"
73,5,diff,1027,"{5: 1.0, 4: -1.0}"
73,6,diff,1028,"{6: 1.0, 5: -1.0}"
73,7,diff,1029,"{7: 1.0, 6: -1.0}"
73,8,diff,1030,"{8: 1.0, 7: -1.0}"
73,9,diff,1031,"{9: 1.0, 8: -1.0}"
73,10,diff,1032,"{10: 1.0, 9: -1.0}"
73,11,diff,1033,"{11: 1.0, 10: -1.0}"
73,12,diff,1034,"{12: 1.0, 11: -1.0}"
73,13,diff,1035,"{13: 1.0, 12: -1.0}"
73,1,level,1023,{1: 1.0}
73,2,level,1024,{2: 1.0}
73,3,level,1025,{3: 1.0}
73,4,level,1026,{4: 1.0}
73,5,level,1027,{5: 1.0}
73,6,level,1028,{6: 1.0}
73,7,level,1029,{7: 1.0}
73,8,level,1030,{8: 1.0}
73,9,level,1031,{9: 1.0}
73,10,level,1032,{10: 1.0}
73,11,level,1033,{11: 1.0}
73,12,level,1034,{12: 1.0}
73,13,level,1035,{13: 1.0}
74,2,diff,1038,"{2: 1.0, 1: -1.0}"
74,3,diff,1039,"{3: 1.0, 2: -1.0}"
74,4,diff,1040,"{4: 1.0, 3: -1.0}"
74,5,diff,1041,"{5: 1.0, 4: -1.0}"
74,6,diff,1042,"{6: 1.0, 5: -1.0}"
74,7,diff,1043,"{7: 1.0, 6: -1.0}"
74,8,diff,1044,"{8: 1.0, 7: -1.0}"
74,9,diff,1045,"{9: 1.0, 8: -1.0}"
74,10,diff,1046,"{10: 1.0, 9: -1.0}"
74,11,diff,1047,"{11: 1.0, 10: -1.0}"
74,12,diff,1048,"{12: 1.0, 11: -1.0}"
74,13,diff,1049,"{13: 1.0, 12: -1.0}"
74,1,level,1037,{1: 1.0}
74,2,level,1038,{2: 1.0}
74,3,level,1039,{3: 1.0}
74,4,level,1040,{4: 1.0}
74,5,level,1041,{5: 1.0}
74,6,level,1042,{6: 1.0}
74,7,level,1043,{7: 1.0}
74,8,level,1044,{8: 1.0}
74,9,level,1045,{9: 1.0}
74,10,level,1046,{10: 1.0}
74,11,level,1047,{11: 1.0}
74,12,level,1048,{12: 1.0}
